;;;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
;;Helsingør;6;7;7;2;7;1;4;3;5;0;0;0;1;0
;;Hillerød;3;1;5;0;1;0;0;1;1;0;0;0;1;1
;;Hørsholm;1;2;1;0;0;0;0;0;0;0;0;0;0;0
;;Rudersdal;3;2;4;2;2;1;0;1;0;0;0;0;0;0
;;Bornholm;6;5;1;4;17;2;2;1;0;3;4;0;0;0
;;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Greve;3;0;0;3;3;2;1;2;0;0;0;1;1;0
;;Køge;5;4;10;1;2;0;3;1;0;1;0;0;0;1
;;Lejre;3;0;1;0;0;0;0;0;0;0;0;0;0;0
;;Roskilde;11;10;4;3;6;0;1;2;2;3;1;1;0;1
;;Solrød;0;0;0;1;0;2;0;0;0;0;0;1;0;0
;;Faxe;7;2;2;0;2;1;0;3;1;0;1;0;0;0
;;Guldborgsund;15;7;7;3;2;2;3;1;2;1;2;3;0;1
;;Holbæk;1;4;1;4;6;4;0;4;1;2;0;2;0;0
;;Kalundborg;6;5;5;4;4;1;2;1;0;1;0;0;0;2
;;Lolland;14;9;4;7;2;1;2;0;1;4;1;0;5;3
;;Næstved;13;5;10;2;2;8;5;3;1;2;5;1;3;1
;;Odsherred;4;1;0;0;1;3;1;0;0;0;0;0;0;1
;;Ringsted;6;2;4;1;1;1;0;1;1;0;0;0;1;2
;;Slagelse;9;5;4;2;3;1;2;4;0;5;0;3;1;1
;;Sorø;1;2;1;4;2;0;1;1;0;0;0;0;0;0
;;Stevns;2;0;0;1;0;0;1;2;0;1;0;0;0;0
;;Vordingborg;9;5;4;3;2;2;1;0;0;0;2;1;1;0
;;Assens;3;1;2;3;1;1;1;0;0;1;0;0;2;0
;;Faaborg-Midtfyn;5;4;5;6;1;1;0;0;0;1;1;1;0;1
;;Kerteminde;3;0;3;1;2;0;0;0;0;0;0;0;0;0
;;Langeland;3;3;2;0;1;3;0;0;0;0;0;0;0;0
;;Middelfart;5;3;4;1;3;2;0;0;0;0;2;1;1;1
;;Nordfyns;4;1;1;1;0;1;2;0;1;0;0;0;0;0
;;Nyborg;3;4;5;2;2;3;0;1;0;0;1;0;0;1
;;Odense;47;23;12;8;14;10;6;23;7;5;3;9;5;6
;;Svendborg;6;18;10;8;3;2;2;3;1;2;2;1;1;3
;;Ærø;0;0;1;0;0;0;1;0;0;0;0;0;0;0
;;Billund;4;0;1;2;1;1;2;1;0;0;0;0;1;1
;;Esbjerg;34;32;18;28;16;15;9;8;5;4;13;5;3;6
;;Fanø;0;0;1;0;0;0;0;0;1;0;0;0;0;0
;;Fredericia;14;6;6;12;1;4;7;6;1;0;0;0;0;3
;;Haderslev;12;11;8;2;2;7;7;7;2;4;1;2;0;2
;;Kolding;18;14;6;10;6;2;3;2;5;5;1;1;2;3
;;Sønderborg;12;13;9;10;7;6;6;2;5;7;2;1;3;4
;;Tønder;8;2;3;1;4;3;1;2;2;3;3;1;5;1
;;Varde;11;5;8;5;3;2;1;4;1;0;1;4;1;1
;;Vejen;9;8;6;4;4;2;2;2;2;1;1;0;1;0
;;Vejle;28;14;10;3;7;4;1;5;4;3;1;0;0;2
;;Aabenraa;14;7;11;11;8;7;7;3;0;1;1;4;2;2
;;Favrskov;4;3;2;0;3;1;1;2;1;1;0;1;0;1
;;Hedensted;4;1;3;2;2;0;0;1;1;0;0;1;1;0
;;Horsens;15;13;10;8;9;7;2;9;2;0;1;3;0;2
;;Norddjurs;8;4;7;3;3;2;1;1;0;1;1;1;0;0
;;Odder;0;4;0;1;0;1;0;0;0;0;0;0;0;0
;;Randers;23;14;6;11;8;11;7;1;2;0;7;0;2;5
;;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Silkeborg;16;9;4;5;8;4;3;2;1;1;1;1;3;2
;;Skanderborg;5;3;1;2;0;4;1;1;0;0;1;0;1;0
;;Syddjurs;4;2;5;2;1;3;0;0;0;0;0;0;1;1
;;Aarhus;50;26;16;18;20;13;15;21;3;7;4;9;5;2
;;Herning;8;6;6;3;3;7;3;2;1;1;3;1;0;2
;;Holstebro;14;8;7;3;0;3;2;0;1;1;2;1;1;1
;;Ikast-Brande;1;3;0;2;2;2;1;0;0;0;0;0;2;1
;;Lemvig;3;1;2;0;0;0;1;0;0;1;0;0;0;1
;;Ringkøbing-Skjern;13;6;4;2;1;2;5;3;0;1;3;1;0;1
;;Skive;14;3;5;0;6;2;1;1;4;2;0;0;0;1
;;Struer;3;2;2;3;0;4;0;0;1;0;0;3;0;0
;;Viborg;13;4;4;6;4;4;6;2;3;0;1;0;5;5
;;Brønderslev;6;3;0;0;3;5;0;0;1;2;0;1;0;0
;;Frederikshavn;10;5;6;8;6;2;4;2;3;0;3;3;2;0
;;Hjørring;12;11;6;6;4;4;4;3;2;0;2;1;3;0
;;Jammerbugt;2;2;3;4;2;4;2;0;1;0;0;0;0;1
;;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Mariagerfjord;3;9;5;5;2;1;3;0;1;1;0;1;1;1
;;Morsø;4;1;0;1;1;0;0;0;0;1;0;0;0;1
;;Rebild;3;1;0;3;0;0;1;0;0;1;0;0;0;0
;;Thisted;6;9;6;0;3;1;1;1;2;2;2;5;3;3
;;Vesthimmerlands;11;6;6;1;2;5;2;1;1;0;0;0;1;0
;;Aalborg;25;23;18;17;23;16;7;7;3;0;6;3;6;2
;;Unknown municipality;3;5;2;0;2;0;2;1;1;0;2;0;1;0
;Theft of/taking bicycle without the owners consent (TWOC);Copenhagen;83;83;114;100;122;144;74;99;68;95;65;80;114;138
;;Frederiksberg;14;8;9;11;8;18;8;15;9;8;3;8;13;20
;;Dragør;0;1;1;0;1;0;0;0;0;0;1;0;0;1
;;Tårnby;3;5;2;3;4;4;2;0;3;4;1;2;10;7
;;Albertslund;1;1;1;2;1;1;4;2;2;0;0;0;3;8
;;Ballerup;3;0;2;2;1;1;0;7;1;7;4;1;6;7
;;Brøndby;1;1;0;1;6;4;2;2;0;5;1;1;0;2
;;Gentofte;4;1;3;7;2;5;2;6;3;3;2;2;5;8
;;Gladsaxe;2;3;6;8;4;7;3;6;8;8;2;5;7;1
;;Glostrup;0;1;2;3;5;2;2;3;2;9;5;1;2;2
;;Herlev;8;3;1;7;4;1;4;5;1;4;0;0;1;2
;;Hvidovre;2;2;1;8;8;14;6;2;1;2;1;2;5;9
;;Høje-Taastrup;0;2;0;0;3;3;0;3;3;2;1;3;5;12
;;Ishøj;1;1;1;0;2;0;2;2;0;0;0;1;2;0
;;Lyngby-Taarbæk;1;3;1;5;6;2;8;6;6;11;1;1;5;6
;;Rødovre;1;2;8;6;11;1;3;1;2;6;1;0;0;11
;;Vallensbæk;2;0;0;0;0;1;1;1;2;1;0;0;0;1
;;Allerød;1;0;4;1;2;1;1;0;6;3;1;0;1;1
;;Egedal;0;0;1;1;1;2;0;2;2;5;1;0;0;0
;;Fredensborg;1;0;2;0;2;0;3;0;2;8;0;0;1;0
;;Frederikssund;1;2;0;3;1;7;3;2;2;5;2;0;0;1
;;Furesø;1;1;0;4;2;2;11;4;0;8;0;2;2;9
;;Gribskov;2;1;1;0;2;0;0;1;1;1;0;0;0;1
;;Halsnæs;2;1;0;0;1;1;2;3;0;0;2;0;1;0
;;Helsingør;1;1;6;1;3;6;7;1;0;5;1;1;1;2
;;Hillerød;1;1;0;0;4;4;5;7;3;3;0;0;1;2
;;Hørsholm;0;1;0;0;0;2;0;1;0;3;1;1;1;1
;;Rudersdal;0;1;2;4;4;23;3;5;1;6;4;1;2;4
;;Bornholm;2;3;1;10;3;4;3;2;1;8;2;1;3;2
;;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Greve;7;0;0;1;1;1;5;3;1;3;2;1;3;3
;;Køge;6;4;4;6;2;4;5;4;3;3;9;10;3;3
;;Lejre;0;1;1;1;1;0;1;0;0;2;1;0;0;0
;;Roskilde;6;7;4;5;7;3;6;5;5;13;6;1;6;6
;;Solrød;0;0;0;0;1;4;0;0;0;1;0;0;1;2
;;Faxe;1;1;0;0;1;3;1;1;0;1;0;0;0;0
;;Guldborgsund;9;3;5;3;0;4;24;6;5;1;1;2;5;1
;;Holbæk;5;3;5;2;3;2;3;11;0;3;9;4;2;2
;;Kalundborg;3;1;0;2;0;8;2;3;3;0;7;1;1;1
;;Lolland;1;1;1;1;2;4;6;0;0;5;0;2;4;2
;;Næstved;3;8;4;3;4;1;9;9;7;5;3;1;6;4
;;Odsherred;3;1;0;0;1;2;1;1;0;0;0;0;0;0
;;Ringsted;0;0;2;2;1;4;2;0;4;1;3;4;1;0
;;Slagelse;4;4;3;7;7;4;19;6;11;4;0;1;4;2
;;Sorø;0;0;0;1;1;1;0;0;0;1;0;1;2;0
;;Stevns;1;0;1;2;0;2;1;0;0;0;0;1;0;1
;;Vordingborg;4;2;2;0;3;3;0;2;1;1;1;0;1;1
;;Assens;1;4;1;1;0;4;2;2;0;0;0;0;1;2
;;Faaborg-Midtfyn;1;0;1;1;2;0;2;3;2;2;2;1;0;1
;;Kerteminde;3;0;1;0;1;1;1;0;0;0;1;0;0;4
;;Langeland;0;0;0;2;0;0;1;0;0;1;3;0;0;1
;;Middelfart;2;0;3;3;2;0;3;22;6;3;4;2;1;0
;;Nordfyns;0;0;0;1;0;1;1;0;1;0;3;0;1;0
;;Nyborg;3;0;2;1;8;7;2;2;2;3;1;0;2;2
;;Odense;29;20;37;39;51;50;39;56;25;50;50;21;36;55
;;Svendborg;6;7;3;6;6;1;3;5;3;6;3;4;2;1
;;Ærø;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;Billund;1;0;0;3;0;0;2;2;2;1;2;2;2;0
;;Esbjerg;12;8;23;19;17;12;23;36;25;29;15;14;35;21
;;Fanø;0;1;0;1;2;0;0;0;0;1;0;0;0;0
;;Fredericia;12;4;5;3;9;6;4;18;19;15;5;9;4;3
;;Haderslev;7;5;4;4;7;9;1;4;17;2;4;1;5;7
;;Kolding;8;7;6;4;8;5;5;15;17;19;24;63;8;8
;;Sønderborg;8;9;4;10;4;12;17;5;13;6;5;5;7;6
;;Tønder;2;2;0;5;4;2;5;1;0;1;3;3;12;2
;;Varde;4;9;3;4;3;1;4;8;15;7;6;5;1;8
;;Vejen;0;3;2;6;7;2;5;0;3;3;3;7;2;2
;;Vejle;4;6;4;2;4;7;15;13;18;2;7;5;5;9
;;Aabenraa;10;2;6;3;10;5;5;10;0;5;6;9;4;0
;;Favrskov;1;1;0;0;3;1;3;11;0;0;4;1;1;2
;;Hedensted;1;2;0;1;1;0;0;1;2;5;0;0;2;1
;;Horsens;4;3;1;5;12;6;13;8;3;0;4;3;2;6
;;Norddjurs;3;0;5;2;3;4;8;2;1;4;0;3;1;2
;;Odder;0;1;1;0;0;1;2;0;2;2;0;0;0;0
;;Randers;6;5;2;2;7;9;24;11;8;9;7;3;8;9
;;Samsø;0;1;0;0;0;0;0;0;0;0;0;0;0;1
;;Silkeborg;4;5;3;8;1;12;21;16;7;18;4;4;9;6
;;Skanderborg;2;0;5;5;5;6;3;2;1;5;1;1;0;0
;;Syddjurs;0;0;0;3;1;1;1;5;0;1;1;0;1;0
;;Aarhus;28;17;24;7;67;46;63;66;26;33;25;29;63;52
;;Herning;9;5;5;10;8;13;4;15;3;7;20;11;6;7
;;Holstebro;6;4;4;2;2;1;5;2;6;3;18;17;23;10
;;Ikast-Brande;1;0;1;0;5;1;3;3;0;0;6;2;1;2
;;Lemvig;1;0;2;0;1;0;1;0;0;0;8;0;1;4
;;Ringkøbing-Skjern;3;1;1;3;4;3;5;4;2;3;102;0;0;2
;;Skive;3;2;3;2;0;2;5;1;1;1;8;4;1;4
;;Struer;1;0;3;0;0;0;2;0;1;1;37;3;13;3
;;Viborg;0;1;2;11;4;4;5;16;14;6;11;7;26;10
;;Brønderslev;3;1;1;1;0;4;3;1;6;2;2;4;1;0
;;Frederikshavn;5;7;5;4;11;11;9;4;8;12;4;6;30;3
;;Hjørring;4;6;6;5;2;3;6;1;1;6;2;3;5;1
;;Jammerbugt;1;0;1;0;1;3;0;0;1;2;0;1;1;2
;;Læsø;0;0;0;1;0;0;1;0;0;0;0;1;0;0
;;Mariagerfjord;0;0;2;3;1;0;0;2;2;7;0;0;1;0
;;Morsø;0;2;0;0;0;0;2;0;0;2;1;0;2;0
;;Rebild;0;0;0;0;0;3;1;0;2;0;2;0;0;1
;;Thisted;0;2;1;2;3;2;3;0;2;3;2;2;8;1
;;Vesthimmerlands;2;2;3;1;0;7;0;3;2;0;2;1;2;2
;;Aalborg;5;8;12;25;24;29;50;46;32;28;31;15;12;35
;;Unknown municipality;2;4;5;7;104;24;16;32;11;19;23;28;6;31
;Theft of/taking other objects without the owners consent (TWOC);Copenhagen;63;87;57;50;62;79;48;57;53;46;51;57;26;37
;;Frederiksberg;5;9;10;4;4;5;5;4;2;4;3;3;3;0
;;Dragør;1;1;0;0;1;1;0;0;2;0;1;0;0;0
;;Tårnby;4;7;6;5;7;6;3;3;3;4;3;2;3;1
;;Albertslund;0;1;1;2;2;0;0;1;2;0;1;2;0;1
;;Ballerup;4;5;5;1;2;4;2;9;3;4;4;2;6;1
;;Brøndby;4;7;5;5;4;4;2;4;2;4;1;4;2;4
;;Gentofte;2;6;5;3;2;5;0;6;2;7;1;2;0;3
;;Gladsaxe;6;11;5;5;10;7;3;5;8;4;3;3;6;6
;;Glostrup;0;4;4;2;2;4;3;1;2;1;1;3;0;1
;;Herlev;6;2;4;5;7;3;5;0;1;0;1;2;1;3
;;Hvidovre;4;3;8;4;8;5;4;9;3;1;3;4;1;5
;;Høje-Taastrup;7;2;4;3;2;5;3;7;4;1;4;4;5;3
;;Ishøj;4;4;6;3;0;1;1;1;1;4;0;2;3;2
;;Lyngby-Taarbæk;8;3;1;3;6;3;1;4;2;3;2;1;2;2
;;Rødovre;1;6;11;6;3;2;4;5;1;3;0;3;5;4
;;Vallensbæk;1;2;0;0;1;0;1;0;0;2;1;1;0;0
;;Allerød;0;0;0;0;1;0;2;2;0;0;0;1;0;1
;;Egedal;0;3;1;5;1;2;1;1;1;2;2;0;2;0
;;Fredensborg;2;5;2;3;3;2;4;2;3;0;0;1;4;1
;;Frederikssund;5;8;3;6;5;3;9;7;0;3;3;4;4;2
;;Furesø;1;0;3;3;2;1;1;1;1;2;0;2;4;1
;;Gribskov;2;3;3;3;7;4;2;6;2;4;0;2;5;3
;;Halsnæs;1;2;3;4;5;2;4;3;0;6;6;1;8;3
;;Helsingør;3;10;13;9;10;6;10;7;10;8;6;2;4;2
;;Hillerød;3;6;1;7;4;5;0;7;5;0;3;4;0;3
;;Hørsholm;0;1;0;2;7;2;1;0;0;1;1;1;1;2
;;Rudersdal;2;1;3;4;1;2;2;2;2;0;2;3;1;3
;;Bornholm;8;5;8;4;1;10;18;3;9;4;4;2;5;4
;;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Greve;1;5;7;8;3;6;3;3;0;2;3;3;5;3
;;Køge;2;8;8;6;7;6;7;8;2;1;3;1;6;5
;;Lejre;1;2;1;6;3;1;3;1;0;0;1;2;1;1
;;Roskilde;3;6;9;6;10;6;4;5;7;6;8;6;2;4
;;Solrød;2;2;2;2;0;0;0;0;2;0;0;2;1;3
;;Faxe;3;4;5;3;5;3;5;3;3;2;4;1;2;5
;;Guldborgsund;15;9;12;11;11;7;9;8;13;11;12;9;5;9
;;Holbæk;5;2;8;5;4;9;8;8;6;7;5;4;3;4
;;Kalundborg;8;8;7;11;8;8;8;7;7;3;3;5;7;8
;;Lolland;7;6;9;4;9;2;13;12;8;10;6;19;14;14
;;Næstved;8;13;5;10;11;10;15;13;3;1;5;4;14;21
;;Odsherred;4;4;2;2;10;2;3;2;4;5;7;6;4;6
;;Ringsted;4;5;3;1;3;2;6;5;6;1;2;2;4;2
;;Slagelse;5;11;8;15;16;12;10;4;11;9;14;13;13;18
;;Sorø;1;5;5;3;4;6;2;2;0;3;5;0;4;2
;;Stevns;3;3;4;2;1;2;2;5;1;2;2;0;0;0
;;Vordingborg;0;10;6;2;9;3;7;3;7;4;5;6;3;3
;;Assens;4;1;6;9;8;2;2;2;4;8;0;3;6;7
;;Faaborg-Midtfyn;4;10;11;10;16;7;6;7;7;2;6;3;1;9
;;Kerteminde;6;4;2;1;3;3;3;10;5;4;0;2;4;2
;;Langeland;2;4;2;0;1;4;1;0;1;2;1;1;1;1
;;Middelfart;4;4;10;11;14;12;3;6;2;7;2;6;6;6
;;Nordfyns;6;5;1;6;9;4;2;6;1;4;4;2;3;7
;;Nyborg;2;2;3;3;6;13;4;2;5;1;3;5;5;5
;;Odense;42;28;40;46;38;42;49;55;47;48;22;39;30;31
;;Svendborg;8;20;7;11;10;9;6;9;7;3;3;10;10;7
;;Ærø;0;1;0;0;0;1;2;0;0;1;0;0;0;0
;;Billund;5;6;5;5;1;4;2;6;4;2;2;1;3;3
;;Esbjerg;23;30;29;36;57;37;33;30;22;18;21;25;14;27
;;Fanø;1;0;0;0;0;1;0;1;0;0;0;0;0;1
;;Fredericia;12;12;12;17;26;5;28;26;13;8;4;15;17;7
;;Haderslev;11;11;10;5;6;13;4;10;14;16;7;8;6;4
;;Kolding;22;25;25;12;21;16;16;20;16;19;12;16;23;11
;;Sønderborg;15;16;12;20;18;19;9;10;12;7;7;24;12;13
;;Tønder;10;7;5;7;9;9;7;16;8;7;11;15;15;5
;;Varde;3;8;8;6;15;5;18;10;6;9;4;8;7;8
;;Vejen;10;7;6;12;12;5;16;6;3;8;8;8;6;8
;;Vejle;33;17;13;16;14;13;17;14;11;15;13;18;11;12
;;Aabenraa;10;14;17;21;8;11;12;5;12;10;12;10;16;5
;;Favrskov;4;4;2;7;3;6;7;4;2;3;3;11;3;10
;;Hedensted;4;6;4;8;8;7;10;2;5;3;3;2;9;2
;;Horsens;21;14;12;12;19;31;20;25;12;7;14;14;7;17
;;Norddjurs;12;7;5;4;11;7;10;4;6;8;3;8;9;14
;;Odder;0;3;4;3;3;4;5;2;0;0;2;0;0;0
;;Randers;22;25;22;15;30;16;23;7;14;14;13;12;8;15
;;Samsø;0;0;0;0;0;0;1;0;0;1;0;0;0;0
;;Silkeborg;13;16;16;15;8;11;9;12;12;9;9;10;7;6
;;Skanderborg;5;4;11;6;7;8;4;3;4;5;2;5;3;7
;;Syddjurs;7;8;7;7;6;3;9;3;2;6;4;2;5;9
;;Aarhus;41;52;49;52;44;46;43;61;31;27;20;18;19;26
;;Herning;4;14;4;5;11;18;19;11;12;12;5;17;6;11
;;Holstebro;4;3;11;8;4;10;5;7;9;2;8;12;8;14
;;Ikast-Brande;3;4;5;7;7;12;6;8;1;9;10;5;1;4
;;Lemvig;1;1;1;1;0;0;2;1;1;0;1;1;0;1
;;Ringkøbing-Skjern;9;7;5;4;11;6;10;16;5;4;7;2;6;1
;;Skive;3;9;7;6;8;5;12;6;7;2;16;1;6;1
;;Struer;0;2;4;3;7;11;9;3;1;5;1;3;3;3
;;Viborg;7;12;19;17;16;13;12;10;8;13;16;15;4;18
;;Brønderslev;7;6;7;8;4;6;2;2;2;1;8;7;7;1
;;Frederikshavn;9;13;5;12;40;5;6;4;9;13;9;4;2;2
;;Hjørring;10;8;20;10;16;10;11;3;12;12;5;9;11;7
;;Jammerbugt;3;9;6;9;3;8;7;5;3;3;5;3;5;4
;;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Mariagerfjord;5;7;11;16;15;3;17;6;4;3;1;6;5;10
;;Morsø;6;6;3;4;3;4;3;3;6;4;6;2;1;2
;;Rebild;1;3;1;1;2;4;6;5;1;1;0;0;1;3
;;Thisted;13;7;8;14;6;5;5;6;4;16;5;5;8;4
;;Vesthimmerlands;8;10;7;9;13;7;17;7;7;4;4;4;4;9
;;Aalborg;35;43;32;27;56;39;37;18;15;10;12;22;13;10
;;Unknown municipality;8;5;10;7;8;5;3;6;5;8;6;3;4;3
;Theft by finding;Copenhagen;101;104;131;149;178;155;145;114;113;109;93;58;53;52
;;Frederiksberg;1;1;9;2;9;3;6;9;6;5;2;4;1;11
;;Dragør;2;0;1;0;0;1;0;1;0;1;0;0;0;0
;;Tårnby;4;2;35;5;10;12;10;9;3;6;3;5;6;2
;;Albertslund;3;3;0;4;2;0;2;0;1;1;2;2;0;2
;;Ballerup;5;3;3;0;7;1;3;3;3;2;3;1;2;2
;;Brøndby;4;3;4;2;6;5;1;3;1;3;1;1;1;4
;;Gentofte;2;5;4;5;3;1;0;2;1;1;3;1;2;0
;;Gladsaxe;4;2;3;5;5;5;3;4;2;2;2;1;3;0
;;Glostrup;1;2;3;3;3;4;3;5;3;0;1;1;0;5
;;Herlev;3;9;3;5;6;1;1;0;4;1;0;1;1;16
;;Hvidovre;11;10;2;9;4;9;2;4;4;2;3;4;1;7
;;Høje-Taastrup;1;7;2;4;5;7;5;9;2;1;0;3;5;3
;;Ishøj;2;8;1;3;2;4;3;1;0;0;0;0;1;2
;;Lyngby-Taarbæk;5;6;2;6;0;4;2;3;2;0;1;1;1;4
;;Rødovre;10;6;4;5;2;5;2;1;2;1;0;3;4;3
;;Vallensbæk;0;0;0;0;0;1;0;0;1;0;0;1;2;0
;;Allerød;0;2;1;0;3;0;1;1;1;3;1;0;1;0
;;Egedal;0;2;4;2;8;3;1;1;2;8;3;1;1;1
;;Fredensborg;4;2;3;2;2;3;2;1;1;0;1;0;2;0
;;Frederikssund;5;7;8;10;6;6;7;7;4;5;11;11;6;5
;;Furesø;3;0;0;3;3;2;1;0;2;0;1;1;0;1
;;Gribskov;1;1;4;4;3;2;4;1;3;1;3;1;3;1
;;Halsnæs;7;7;1;6;11;21;8;8;21;11;12;3;2;1
;;Helsingør;7;12;8;11;3;5;2;4;3;1;3;2;0;2
;;Hillerød;2;1;3;2;4;4;4;2;2;4;4;3;1;3
;;Hørsholm;1;0;0;0;1;2;0;0;1;0;1;0;2;1
;;Rudersdal;2;4;4;2;1;1;4;2;2;0;1;0;1;0
;;Bornholm;1;4;1;2;1;1;2;7;0;0;1;2;0;1
;;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Greve;1;0;0;3;6;4;4;3;3;2;0;2;0;2
;;Køge;6;5;5;9;12;5;7;14;2;8;2;2;2;2
;;Lejre;0;0;2;6;3;1;2;4;0;1;4;0;0;0
;;Roskilde;7;3;9;9;12;16;12;13;11;9;14;11;6;3
;;Solrød;0;0;0;0;1;0;2;2;1;0;0;1;0;2
;;Faxe;1;0;1;2;3;4;3;3;0;0;2;1;3;4
;;Guldborgsund;9;3;8;9;13;15;16;7;9;14;7;2;7;7
;;Holbæk;4;6;6;9;10;18;10;8;6;6;5;6;6;3
;;Kalundborg;7;6;6;3;10;8;9;6;6;7;4;4;8;5
;;Lolland;10;5;6;5;9;5;9;4;5;3;9;10;5;7
;;Næstved;1;2;7;4;8;12;5;6;2;7;2;7;3;3
;;Odsherred;8;3;4;6;4;7;6;5;1;3;5;4;6;3
;;Ringsted;5;4;3;1;7;4;6;4;1;0;4;1;1;2
;;Slagelse;8;4;6;3;14;4;7;7;8;10;6;7;5;2
;;Sorø;0;0;0;0;6;2;1;0;0;0;5;5;0;3
;;Stevns;5;1;1;2;1;4;2;3;0;3;0;3;0;0
;;Vordingborg;4;15;19;13;13;3;3;3;2;4;4;4;2;2
;;Assens;2;1;1;8;9;4;3;2;2;1;0;0;5;2
;;Faaborg-Midtfyn;2;2;2;3;4;4;4;3;4;3;1;2;0;3
;;Kerteminde;2;1;1;0;2;2;3;1;0;0;0;1;0;0
;;Langeland;3;1;0;3;1;0;1;0;1;1;1;4;0;1
;;Middelfart;3;1;1;4;4;3;1;3;8;1;0;1;2;3
;;Nordfyns;0;1;5;4;4;4;1;2;0;1;1;0;1;2
;;Nyborg;3;5;1;0;3;2;1;1;3;1;3;2;5;1
;;Odense;18;21;19;24;37;24;17;25;13;15;4;11;12;8
;;Svendborg;4;3;5;2;3;5;4;7;3;4;3;3;2;5
;;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Billund;1;4;1;3;9;10;3;2;3;4;0;1;1;1
;;Esbjerg;14;4;13;10;12;13;11;12;13;13;9;6;4;6
;;Fanø;0;0;0;0;1;0;0;0;0;0;2;0;0;0
;;Fredericia;1;0;2;5;4;3;8;4;3;10;2;2;2;6
;;Haderslev;5;5;2;13;10;5;10;14;7;14;10;8;4;10
;;Kolding;7;12;6;6;5;5;4;6;1;4;8;4;5;9
;;Sønderborg;5;2;2;4;8;2;5;5;6;13;2;2;5;4
;;Tønder;3;5;6;5;9;16;7;4;2;1;0;4;6;1
;;Varde;1;3;4;5;3;3;4;1;3;4;5;2;2;3
;;Vejen;1;1;1;7;3;5;7;7;5;2;2;4;1;5
;;Vejle;5;6;4;13;14;10;3;7;4;10;5;5;5;6
;;Aabenraa;4;8;12;8;20;13;14;11;8;4;5;7;5;6
;;Favrskov;3;2;2;1;4;1;5;1;1;2;2;4;1;2
;;Hedensted;2;3;4;1;1;2;0;2;3;1;2;2;0;4
;;Horsens;4;9;1;12;9;7;5;6;4;2;3;2;3;1
;;Norddjurs;2;4;2;6;4;0;1;4;5;1;0;0;1;4
;;Odder;0;2;3;1;1;0;0;0;0;0;0;0;0;2
;;Randers;1;0;4;5;12;7;14;7;4;6;7;5;1;4
;;Samsø;1;0;0;0;0;0;1;0;0;0;0;0;0;0
;;Silkeborg;3;6;5;8;8;10;12;6;4;0;3;0;1;2
;;Skanderborg;1;0;3;2;1;4;4;2;5;3;1;1;2;4
;;Syddjurs;2;3;3;1;4;3;0;1;1;1;3;2;2;0
;;Aarhus;26;41;19;21;38;28;26;28;26;20;17;13;19;15
;;Herning;7;2;5;6;5;4;12;8;4;5;4;2;4;3
;;Holstebro;7;7;5;6;9;8;5;4;2;3;2;3;2;7
;;Ikast-Brande;1;2;8;3;2;4;3;5;2;7;2;1;5;1
;;Lemvig;0;0;0;1;1;3;1;0;0;0;1;0;2;1
;;Ringkøbing-Skjern;3;6;2;5;3;4;2;2;2;0;6;3;1;1
;;Skive;4;1;1;2;8;7;5;3;0;2;3;5;6;5
;;Struer;2;1;1;1;1;0;1;2;5;0;2;0;1;6
;;Viborg;5;5;2;6;5;6;2;6;7;4;8;4;6;4
;;Brønderslev;4;3;1;6;7;6;2;4;1;1;3;0;2;1
;;Frederikshavn;6;4;7;6;0;7;2;5;4;5;4;5;7;1
;;Hjørring;6;10;2;3;14;2;2;7;2;1;3;2;2;2
;;Jammerbugt;1;1;3;6;2;3;2;3;0;0;1;2;2;1
;;Læsø;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;Mariagerfjord;1;3;4;5;6;2;1;8;3;3;5;1;1;2
;;Morsø;0;0;0;0;0;0;1;4;0;1;1;0;0;0
;;Rebild;2;0;1;5;2;0;1;3;1;1;1;1;2;2
;;Thisted;0;0;3;2;0;0;2;1;0;4;3;2;1;0
;;Vesthimmerlands;3;2;5;3;5;6;7;6;5;3;4;0;0;2
;;Aalborg;18;17;13;19;22;22;17;17;10;4;8;9;11;5
;;Unknown municipality;17;8;9;21;18;25;13;14;10;18;14;19;24;15
;Embezzlement;Copenhagen;41;37;15;33;30;24;34;427;43;158;2;63;16;234
;;Frederiksberg;1;1;4;8;4;5;8;2;2;2;1;0;0;5
;;Dragør;0;0;0;0;0;0;0;1;0;0;0;2;0;0
;;Tårnby;2;1;2;2;0;2;3;3;4;2;0;0;2;2
;;Albertslund;1;3;2;5;1;1;1;5;0;11;6;146;30;5
;;Ballerup;5;2;0;0;2;7;1;3;31;374;1;2;20;159
;;Brøndby;2;2;0;1;1;3;2;1;11;21;5;35;12;0
;;Gentofte;0;2;0;103;2;1;1;1;1;0;0;0;166;2
