Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Theft of/taking moped without the owners consent (TWOC);Ikast-Brande;1;3;0;2;2;2;1;0;0;0;0;0;2;1
Theft of/taking moped without the owners consent (TWOC);Lemvig;3;1;2;0;0;0;1;0;0;1;0;0;0;1
Theft of/taking moped without the owners consent (TWOC);Ringkøbing-Skjern;13;6;4;2;1;2;5;3;0;1;3;1;0;1
Theft of/taking moped without the owners consent (TWOC);Skive;14;3;5;0;6;2;1;1;4;2;0;0;0;1
Theft of/taking moped without the owners consent (TWOC);Struer;3;2;2;3;0;4;0;0;1;0;0;3;0;0
Theft of/taking moped without the owners consent (TWOC);Viborg;13;4;4;6;4;4;6;2;3;0;1;0;5;5
Theft of/taking moped without the owners consent (TWOC);Brønderslev;6;3;0;0;3;5;0;0;1;2;0;1;0;0
Theft of/taking moped without the owners consent (TWOC);Frederikshavn;10;5;6;8;6;2;4;2;3;0;3;3;2;0
Theft of/taking moped without the owners consent (TWOC);Hjørring;12;11;6;6;4;4;4;3;2;0;2;1;3;0
Theft of/taking moped without the owners consent (TWOC);Jammerbugt;2;2;3;4;2;4;2;0;1;0;0;0;0;1
Theft of/taking moped without the owners consent (TWOC);Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Mariagerfjord;3;9;5;5;2;1;3;0;1;1;0;1;1;1
Theft of/taking moped without the owners consent (TWOC);Morsø;4;1;0;1;1;0;0;0;0;1;0;0;0;1
Theft of/taking moped without the owners consent (TWOC);Rebild;3;1;0;3;0;0;1;0;0;1;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Thisted;6;9;6;0;3;1;1;1;2;2;2;5;3;3
Theft of/taking moped without the owners consent (TWOC);Vesthimmerlands;11;6;6;1;2;5;2;1;1;0;0;0;1;0
Theft of/taking moped without the owners consent (TWOC);Aalborg;25;23;18;17;23;16;7;7;3;0;6;3;6;2
Theft of/taking moped without the owners consent (TWOC);Unknown municipality;3;5;2;0;2;0;2;1;1;0;2;0;1;0
Theft of/taking bicycle without the owners consent (TWOC);Copenhagen;83;83;114;100;122;144;74;99;68;95;65;80;114;138
Theft of/taking bicycle without the owners consent (TWOC);Frederiksberg;14;8;9;11;8;18;8;15;9;8;3;8;13;20
Theft of/taking bicycle without the owners consent (TWOC);Dragør;0;1;1;0;1;0;0;0;0;0;1;0;0;1
Theft of/taking bicycle without the owners consent (TWOC);Tårnby;3;5;2;3;4;4;2;0;3;4;1;2;10;7
Theft of/taking bicycle without the owners consent (TWOC);Albertslund;1;1;1;2;1;1;4;2;2;0;0;0;3;8
Theft of/taking bicycle without the owners consent (TWOC);Ballerup;3;0;2;2;1;1;0;7;1;7;4;1;6;7
Theft of/taking bicycle without the owners consent (TWOC);Brøndby;1;1;0;1;6;4;2;2;0;5;1;1;0;2
Theft of/taking bicycle without the owners consent (TWOC);Gentofte;4;1;3;7;2;5;2;6;3;3;2;2;5;8
Theft of/taking bicycle without the owners consent (TWOC);Gladsaxe;2;3;6;8;4;7;3;6;8;8;2;5;7;1
Theft of/taking bicycle without the owners consent (TWOC);Glostrup;0;1;2;3;5;2;2;3;2;9;5;1;2;2
Theft of/taking bicycle without the owners consent (TWOC);Herlev;8;3;1;7;4;1;4;5;1;4;0;0;1;2
Theft of/taking bicycle without the owners consent (TWOC);Hvidovre;2;2;1;8;8;14;6;2;1;2;1;2;5;9
Theft of/taking bicycle without the owners consent (TWOC);Høje-Taastrup;0;2;0;0;3;3;0;3;3;2;1;3;5;12
Theft of/taking bicycle without the owners consent (TWOC);Ishøj;1;1;1;0;2;0;2;2;0;0;0;1;2;0
Theft of/taking bicycle without the owners consent (TWOC);Lyngby-Taarbæk;1;3;1;5;6;2;8;6;6;11;1;1;5;6
Theft of/taking bicycle without the owners consent (TWOC);Rødovre;1;2;8;6;11;1;3;1;2;6;1;0;0;11
Theft of/taking bicycle without the owners consent (TWOC);Vallensbæk;2;0;0;0;0;1;1;1;2;1;0;0;0;1
Theft of/taking bicycle without the owners consent (TWOC);Allerød;1;0;4;1;2;1;1;0;6;3;1;0;1;1
Theft of/taking bicycle without the owners consent (TWOC);Egedal;0;0;1;1;1;2;0;2;2;5;1;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Fredensborg;1;0;2;0;2;0;3;0;2;8;0;0;1;0
Theft of/taking bicycle without the owners consent (TWOC);Frederikssund;1;2;0;3;1;7;3;2;2;5;2;0;0;1
Theft of/taking bicycle without the owners consent (TWOC);Furesø;1;1;0;4;2;2;11;4;0;8;0;2;2;9
Theft of/taking bicycle without the owners consent (TWOC);Gribskov;2;1;1;0;2;0;0;1;1;1;0;0;0;1
Theft of/taking bicycle without the owners consent (TWOC);Halsnæs;2;1;0;0;1;1;2;3;0;0;2;0;1;0
Theft of/taking bicycle without the owners consent (TWOC);Helsingør;1;1;6;1;3;6;7;1;0;5;1;1;1;2
Theft of/taking bicycle without the owners consent (TWOC);Hillerød;1;1;0;0;4;4;5;7;3;3;0;0;1;2
Theft of/taking bicycle without the owners consent (TWOC);Hørsholm;0;1;0;0;0;2;0;1;0;3;1;1;1;1
Theft of/taking bicycle without the owners consent (TWOC);Rudersdal;0;1;2;4;4;23;3;5;1;6;4;1;2;4
Theft of/taking bicycle without the owners consent (TWOC);Bornholm;2;3;1;10;3;4;3;2;1;8;2;1;3;2
Theft of/taking bicycle without the owners consent (TWOC);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Greve;7;0;0;1;1;1;5;3;1;3;2;1;3;3
Theft of/taking bicycle without the owners consent (TWOC);Køge;6;4;4;6;2;4;5;4;3;3;9;10;3;3
Theft of/taking bicycle without the owners consent (TWOC);Lejre;0;1;1;1;1;0;1;0;0;2;1;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Roskilde;6;7;4;5;7;3;6;5;5;13;6;1;6;6
Theft of/taking bicycle without the owners consent (TWOC);Solrød;0;0;0;0;1;4;0;0;0;1;0;0;1;2
Theft of/taking bicycle without the owners consent (TWOC);Faxe;1;1;0;0;1;3;1;1;0;1;0;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Guldborgsund;9;3;5;3;0;4;24;6;5;1;1;2;5;1
Theft of/taking bicycle without the owners consent (TWOC);Holbæk;5;3;5;2;3;2;3;11;0;3;9;4;2;2
Theft of/taking bicycle without the owners consent (TWOC);Kalundborg;3;1;0;2;0;8;2;3;3;0;7;1;1;1
Theft of/taking bicycle without the owners consent (TWOC);Lolland;1;1;1;1;2;4;6;0;0;5;0;2;4;2
Theft of/taking bicycle without the owners consent (TWOC);Næstved;3;8;4;3;4;1;9;9;7;5;3;1;6;4
Theft of/taking bicycle without the owners consent (TWOC);Odsherred;3;1;0;0;1;2;1;1;0;0;0;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Ringsted;0;0;2;2;1;4;2;0;4;1;3;4;1;0
Theft of/taking bicycle without the owners consent (TWOC);Slagelse;4;4;3;7;7;4;19;6;11;4;0;1;4;2
Theft of/taking bicycle without the owners consent (TWOC);Sorø;0;0;0;1;1;1;0;0;0;1;0;1;2;0
Theft of/taking bicycle without the owners consent (TWOC);Stevns;1;0;1;2;0;2;1;0;0;0;0;1;0;1
Theft of/taking bicycle without the owners consent (TWOC);Vordingborg;4;2;2;0;3;3;0;2;1;1;1;0;1;1
Theft of/taking bicycle without the owners consent (TWOC);Assens;1;4;1;1;0;4;2;2;0;0;0;0;1;2
Theft of/taking bicycle without the owners consent (TWOC);Faaborg-Midtfyn;1;0;1;1;2;0;2;3;2;2;2;1;0;1
Theft of/taking bicycle without the owners consent (TWOC);Kerteminde;3;0;1;0;1;1;1;0;0;0;1;0;0;4
Theft of/taking bicycle without the owners consent (TWOC);Langeland;0;0;0;2;0;0;1;0;0;1;3;0;0;1
Theft of/taking bicycle without the owners consent (TWOC);Middelfart;2;0;3;3;2;0;3;22;6;3;4;2;1;0
Theft of/taking bicycle without the owners consent (TWOC);Nordfyns;0;0;0;1;0;1;1;0;1;0;3;0;1;0
Theft of/taking bicycle without the owners consent (TWOC);Nyborg;3;0;2;1;8;7;2;2;2;3;1;0;2;2
Theft of/taking bicycle without the owners consent (TWOC);Odense;29;20;37;39;51;50;39;56;25;50;50;21;36;55
Theft of/taking bicycle without the owners consent (TWOC);Svendborg;6;7;3;6;6;1;3;5;3;6;3;4;2;1
Theft of/taking bicycle without the owners consent (TWOC);Ærø;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Billund;1;0;0;3;0;0;2;2;2;1;2;2;2;0
Theft of/taking bicycle without the owners consent (TWOC);Esbjerg;12;8;23;19;17;12;23;36;25;29;15;14;35;21
Theft of/taking bicycle without the owners consent (TWOC);Fanø;0;1;0;1;2;0;0;0;0;1;0;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Fredericia;12;4;5;3;9;6;4;18;19;15;5;9;4;3
Theft of/taking bicycle without the owners consent (TWOC);Haderslev;7;5;4;4;7;9;1;4;17;2;4;1;5;7
Theft of/taking bicycle without the owners consent (TWOC);Kolding;8;7;6;4;8;5;5;15;17;19;24;63;8;8
Theft of/taking bicycle without the owners consent (TWOC);Sønderborg;8;9;4;10;4;12;17;5;13;6;5;5;7;6
Theft of/taking bicycle without the owners consent (TWOC);Tønder;2;2;0;5;4;2;5;1;0;1;3;3;12;2
Theft of/taking bicycle without the owners consent (TWOC);Varde;4;9;3;4;3;1;4;8;15;7;6;5;1;8
Theft of/taking bicycle without the owners consent (TWOC);Vejen;0;3;2;6;7;2;5;0;3;3;3;7;2;2
Theft of/taking bicycle without the owners consent (TWOC);Vejle;4;6;4;2;4;7;15;13;18;2;7;5;5;9
Theft of/taking bicycle without the owners consent (TWOC);Aabenraa;10;2;6;3;10;5;5;10;0;5;6;9;4;0
Theft of/taking bicycle without the owners consent (TWOC);Favrskov;1;1;0;0;3;1;3;11;0;0;4;1;1;2
Theft of/taking bicycle without the owners consent (TWOC);Hedensted;1;2;0;1;1;0;0;1;2;5;0;0;2;1
Theft of/taking bicycle without the owners consent (TWOC);Horsens;4;3;1;5;12;6;13;8;3;0;4;3;2;6
Theft of/taking bicycle without the owners consent (TWOC);Norddjurs;3;0;5;2;3;4;8;2;1;4;0;3;1;2
Theft of/taking bicycle without the owners consent (TWOC);Odder;0;1;1;0;0;1;2;0;2;2;0;0;0;0
Theft of/taking bicycle without the owners consent (TWOC);Randers;6;5;2;2;7;9;24;11;8;9;7;3;8;9
Theft of/taking bicycle without the owners consent (TWOC);Samsø;0;1;0;0;0;0;0;0;0;0;0;0;0;1
Theft of/taking bicycle without the owners consent (TWOC);Silkeborg;4;5;3;8;1;12;21;16;7;18;4;4;9;6
Theft of/taking bicycle without the owners consent (TWOC);Skanderborg;2;0;5;5;5;6;3;2;1;5;1;1;0;0
Theft of/taking bicycle without the owners consent (TWOC);Syddjurs;0;0;0;3;1;1;1;5;0;1;1;0;1;0
Theft of/taking bicycle without the owners consent (TWOC);Aarhus;28;17;24;7;67;46;63;66;26;33;25;29;63;52
Theft of/taking bicycle without the owners consent (TWOC);Herning;9;5;5;10;8;13;4;15;3;7;20;11;6;7
Theft of/taking bicycle without the owners consent (TWOC);Holstebro;6;4;4;2;2;1;5;2;6;3;18;17;23;10
Theft of/taking bicycle without the owners consent (TWOC);Ikast-Brande;1;0;1;0;5;1;3;3;0;0;6;2;1;2
Theft of/taking bicycle without the owners consent (TWOC);Lemvig;1;0;2;0;1;0;1;0;0;0;8;0;1;4
Theft of/taking bicycle without the owners consent (TWOC);Ringkøbing-Skjern;3;1;1;3;4;3;5;4;2;3;102;0;0;2
Theft of/taking bicycle without the owners consent (TWOC);Skive;3;2;3;2;0;2;5;1;1;1;8;4;1;4
Theft of/taking bicycle without the owners consent (TWOC);Struer;1;0;3;0;0;0;2;0;1;1;37;3;13;3
Theft of/taking bicycle without the owners consent (TWOC);Viborg;0;1;2;11;4;4;5;16;14;6;11;7;26;10
Theft of/taking bicycle without the owners consent (TWOC);Brønderslev;3;1;1;1;0;4;3;1;6;2;2;4;1;0
Theft of/taking bicycle without the owners consent (TWOC);Frederikshavn;5;7;5;4;11;11;9;4;8;12;4;6;30;3
Theft of/taking bicycle without the owners consent (TWOC);Hjørring;4;6;6;5;2;3;6;1;1;6;2;3;5;1
Theft of/taking bicycle without the owners consent (TWOC);Jammerbugt;1;0;1;0;1;3;0;0;1;2;0;1;1;2
Theft of/taking bicycle without the owners consent (TWOC);Læsø;0;0;0;1;0;0;1;0;0;0;0;1;0;0
Theft of/taking bicycle without the owners consent (TWOC);Mariagerfjord;0;0;2;3;1;0;0;2;2;7;0;0;1;0
Theft of/taking bicycle without the owners consent (TWOC);Morsø;0;2;0;0;0;0;2;0;0;2;1;0;2;0
Theft of/taking bicycle without the owners consent (TWOC);Rebild;0;0;0;0;0;3;1;0;2;0;2;0;0;1
Theft of/taking bicycle without the owners consent (TWOC);Thisted;0;2;1;2;3;2;3;0;2;3;2;2;8;1
Theft of/taking bicycle without the owners consent (TWOC);Vesthimmerlands;2;2;3;1;0;7;0;3;2;0;2;1;2;2
Theft of/taking bicycle without the owners consent (TWOC);Aalborg;5;8;12;25;24;29;50;46;32;28;31;15;12;35
Theft of/taking bicycle without the owners consent (TWOC);Unknown municipality;2;4;5;7;104;24;16;32;11;19;23;28;6;31
Theft of/taking other objects without the owners consent (TWOC);Copenhagen;63;87;57;50;62;79;48;57;53;46;51;57;26;37
Theft of/taking other objects without the owners consent (TWOC);Frederiksberg;5;9;10;4;4;5;5;4;2;4;3;3;3;0
Theft of/taking other objects without the owners consent (TWOC);Dragør;1;1;0;0;1;1;0;0;2;0;1;0;0;0
Theft of/taking other objects without the owners consent (TWOC);Tårnby;4;7;6;5;7;6;3;3;3;4;3;2;3;1
Theft of/taking other objects without the owners consent (TWOC);Albertslund;0;1;1;2;2;0;0;1;2;0;1;2;0;1
Theft of/taking other objects without the owners consent (TWOC);Ballerup;4;5;5;1;2;4;2;9;3;4;4;2;6;1
Theft of/taking other objects without the owners consent (TWOC);Brøndby;4;7;5;5;4;4;2;4;2;4;1;4;2;4
Theft of/taking other objects without the owners consent (TWOC);Gentofte;2;6;5;3;2;5;0;6;2;7;1;2;0;3
Theft of/taking other objects without the owners consent (TWOC);Gladsaxe;6;11;5;5;10;7;3;5;8;4;3;3;6;6
Theft of/taking other objects without the owners consent (TWOC);Glostrup;0;4;4;2;2;4;3;1;2;1;1;3;0;1
Theft of/taking other objects without the owners consent (TWOC);Herlev;6;2;4;5;7;3;5;0;1;0;1;2;1;3
Theft of/taking other objects without the owners consent (TWOC);Hvidovre;4;3;8;4;8;5;4;9;3;1;3;4;1;5
Theft of/taking other objects without the owners consent (TWOC);Høje-Taastrup;7;2;4;3;2;5;3;7;4;1;4;4;5;3
Theft of/taking other objects without the owners consent (TWOC);Ishøj;4;4;6;3;0;1;1;1;1;4;0;2;3;2
Theft of/taking other objects without the owners consent (TWOC);Lyngby-Taarbæk;8;3;1;3;6;3;1;4;2;3;2;1;2;2
Theft of/taking other objects without the owners consent (TWOC);Rødovre;1;6;11;6;3;2;4;5;1;3;0;3;5;4
Theft of/taking other objects without the owners consent (TWOC);Vallensbæk;1;2;0;0;1;0;1;0;0;2;1;1;0;0
Theft of/taking other objects without the owners consent (TWOC);Allerød;0;0;0;0;1;0;2;2;0;0;0;1;0;1
Theft of/taking other objects without the owners consent (TWOC);Egedal;0;3;1;5;1;2;1;1;1;2;2;0;2;0
Theft of/taking other objects without the owners consent (TWOC);Fredensborg;2;5;2;3;3;2;4;2;3;0;0;1;4;1
Theft of/taking other objects without the owners consent (TWOC);Frederikssund;5;8;3;6;5;3;9;7;0;3;3;4;4;2
Theft of/taking other objects without the owners consent (TWOC);Furesø;1;0;3;3;2;1;1;1;1;2;0;2;4;1
Theft of/taking other objects without the owners consent (TWOC);Gribskov;2;3;3;3;7;4;2;6;2;4;0;2;5;3
Theft of/taking other objects without the owners consent (TWOC);Halsnæs;1;2;3;4;5;2;4;3;0;6;6;1;8;3
Theft of/taking other objects without the owners consent (TWOC);Helsingør;3;10;13;9;10;6;10;7;10;8;6;2;4;2
Theft of/taking other objects without the owners consent (TWOC);Hillerød;3;6;1;7;4;5;0;7;5;0;3;4;0;3
Theft of/taking other objects without the owners consent (TWOC);Hørsholm;0;1;0;2;7;2;1;0;0;1;1;1;1;2
Theft of/taking other objects without the owners consent (TWOC);Rudersdal;2;1;3;4;1;2;2;2;2;0;2;3;1;3
Theft of/taking other objects without the owners consent (TWOC);Bornholm;8;5;8;4;1;10;18;3;9;4;4;2;5;4
Theft of/taking other objects without the owners consent (TWOC);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking other objects without the owners consent (TWOC);Greve;1;5;7;8;3;6;3;3;0;2;3;3;5;3
Theft of/taking other objects without the owners consent (TWOC);Køge;2;8;8;6;7;6;7;8;2;1;3;1;6;5
Theft of/taking other objects without the owners consent (TWOC);Lejre;1;2;1;6;3;1;3;1;0;0;1;2;1;1
Theft of/taking other objects without the owners consent (TWOC);Roskilde;3;6;9;6;10;6;4;5;7;6;8;6;2;4
Theft of/taking other objects without the owners consent (TWOC);Solrød;2;2;2;2;0;0;0;0;2;0;0;2;1;3
Theft of/taking other objects without the owners consent (TWOC);Faxe;3;4;5;3;5;3;5;3;3;2;4;1;2;5
Theft of/taking other objects without the owners consent (TWOC);Guldborgsund;15;9;12;11;11;7;9;8;13;11;12;9;5;9
Theft of/taking other objects without the owners consent (TWOC);Holbæk;5;2;8;5;4;9;8;8;6;7;5;4;3;4
Theft of/taking other objects without the owners consent (TWOC);Kalundborg;8;8;7;11;8;8;8;7;7;3;3;5;7;8
Theft of/taking other objects without the owners consent (TWOC);Lolland;7;6;9;4;9;2;13;12;8;10;6;19;14;14
Theft of/taking other objects without the owners consent (TWOC);Næstved;8;13;5;10;11;10;15;13;3;1;5;4;14;21
Theft of/taking other objects without the owners consent (TWOC);Odsherred;4;4;2;2;10;2;3;2;4;5;7;6;4;6
Theft of/taking other objects without the owners consent (TWOC);Ringsted;4;5;3;1;3;2;6;5;6;1;2;2;4;2
Theft of/taking other objects without the owners consent (TWOC);Slagelse;5;11;8;15;16;12;10;4;11;9;14;13;13;18
Theft of/taking other objects without the owners consent (TWOC);Sorø;1;5;5;3;4;6;2;2;0;3;5;0;4;2
Theft of/taking other objects without the owners consent (TWOC);Stevns;3;3;4;2;1;2;2;5;1;2;2;0;0;0
Theft of/taking other objects without the owners consent (TWOC);Vordingborg;0;10;6;2;9;3;7;3;7;4;5;6;3;3
Theft of/taking other objects without the owners consent (TWOC);Assens;4;1;6;9;8;2;2;2;4;8;0;3;6;7
Theft of/taking other objects without the owners consent (TWOC);Faaborg-Midtfyn;4;10;11;10;16;7;6;7;7;2;6;3;1;9
Theft of/taking other objects without the owners consent (TWOC);Kerteminde;6;4;2;1;3;3;3;10;5;4;0;2;4;2
Theft of/taking other objects without the owners consent (TWOC);Langeland;2;4;2;0;1;4;1;0;1;2;1;1;1;1
Theft of/taking other objects without the owners consent (TWOC);Middelfart;4;4;10;11;14;12;3;6;2;7;2;6;6;6
Theft of/taking other objects without the owners consent (TWOC);Nordfyns;6;5;1;6;9;4;2;6;1;4;4;2;3;7
Theft of/taking other objects without the owners consent (TWOC);Nyborg;2;2;3;3;6;13;4;2;5;1;3;5;5;5
Theft of/taking other objects without the owners consent (TWOC);Odense;42;28;40;46;38;42;49;55;47;48;22;39;30;31
Theft of/taking other objects without the owners consent (TWOC);Svendborg;8;20;7;11;10;9;6;9;7;3;3;10;10;7
Theft of/taking other objects without the owners consent (TWOC);Ærø;0;1;0;0;0;1;2;0;0;1;0;0;0;0
Theft of/taking other objects without the owners consent (TWOC);Billund;5;6;5;5;1;4;2;6;4;2;2;1;3;3
Theft of/taking other objects without the owners consent (TWOC);Esbjerg;23;30;29;36;57;37;33;30;22;18;21;25;14;27
Theft of/taking other objects without the owners consent (TWOC);Fanø;1;0;0;0;0;1;0;1;0;0;0;0;0;1
Theft of/taking other objects without the owners consent (TWOC);Fredericia;12;12;12;17;26;5;28;26;13;8;4;15;17;7
Theft of/taking other objects without the owners consent (TWOC);Haderslev;11;11;10;5;6;13;4;10;14;16;7;8;6;4
Theft of/taking other objects without the owners consent (TWOC);Kolding;22;25;25;12;21;16;16;20;16;19;12;16;23;11
Theft of/taking other objects without the owners consent (TWOC);Sønderborg;15;16;12;20;18;19;9;10;12;7;7;24;12;13
Theft of/taking other objects without the owners consent (TWOC);Tønder;10;7;5;7;9;9;7;16;8;7;11;15;15;5
Theft of/taking other objects without the owners consent (TWOC);Varde;3;8;8;6;15;5;18;10;6;9;4;8;7;8
Theft of/taking other objects without the owners consent (TWOC);Vejen;10;7;6;12;12;5;16;6;3;8;8;8;6;8
Theft of/taking other objects without the owners consent (TWOC);Vejle;33;17;13;16;14;13;17;14;11;15;13;18;11;12
Theft of/taking other objects without the owners consent (TWOC);Aabenraa;10;14;17;21;8;11;12;5;12;10;12;10;16;5
Theft of/taking other objects without the owners consent (TWOC);Favrskov;4;4;2;7;3;6;7;4;2;3;3;11;3;10
Theft of/taking other objects without the owners consent (TWOC);Hedensted;4;6;4;8;8;7;10;2;5;3;3;2;9;2
Theft of/taking other objects without the owners consent (TWOC);Horsens;21;14;12;12;19;31;20;25;12;7;14;14;7;17
Theft of/taking other objects without the owners consent (TWOC);Norddjurs;12;7;5;4;11;7;10;4;6;8;3;8;9;14
Theft of/taking other objects without the owners consent (TWOC);Odder;0;3;4;3;3;4;5;2;0;0;2;0;0;0
Theft of/taking other objects without the owners consent (TWOC);Randers;22;25;22;15;30;16;23;7;14;14;13;12;8;15
Theft of/taking other objects without the owners consent (TWOC);Samsø;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Theft of/taking other objects without the owners consent (TWOC);Silkeborg;13;16;16;15;8;11;9;12;12;9;9;10;7;6
Theft of/taking other objects without the owners consent (TWOC);Skanderborg;5;4;11;6;7;8;4;3;4;5;2;5;3;7
Theft of/taking other objects without the owners consent (TWOC);Syddjurs;7;8;7;7;6;3;9;3;2;6;4;2;5;9
Theft of/taking other objects without the owners consent (TWOC);Aarhus;41;52;49;52;44;46;43;61;31;27;20;18;19;26
Theft of/taking other objects without the owners consent (TWOC);Herning;4;14;4;5;11;18;19;11;12;12;5;17;6;11
Theft of/taking other objects without the owners consent (TWOC);Holstebro;4;3;11;8;4;10;5;7;9;2;8;12;8;14
