Charged criminal offences;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Receiving stolen goods by negligence;Vordingborg;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Assens;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Faaborg-Midtfyn;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Kerteminde;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Middelfart;0;1;0;2;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Nordfyns;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Nyborg;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Odense;1;0;0;0;2;0;0;0;1;0;0;1;1;0
Charge;Receiving stolen goods by negligence;Svendborg;0;0;0;0;2;1;1;0;0;0;0;0;1;0
Charge;Receiving stolen goods by negligence;Ærø;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Billund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Esbjerg;0;2;2;0;0;1;0;3;0;1;0;1;3;0
Charge;Receiving stolen goods by negligence;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Fredericia;0;0;0;3;3;0;0;0;0;0;1;0;0;0
Charge;Receiving stolen goods by negligence;Haderslev;1;2;3;1;0;0;3;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Kolding;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Sønderborg;1;0;0;1;0;1;1;0;1;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Tønder;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Varde;1;0;1;0;0;1;0;1;0;2;0;0;0;0
Charge;Receiving stolen goods by negligence;Vejen;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Vejle;0;0;0;2;1;0;0;2;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Aabenraa;0;1;1;2;0;0;4;1;1;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Receiving stolen goods by negligence;Hedensted;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Horsens;0;0;0;0;2;0;1;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Norddjurs;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Odder;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Charge;Receiving stolen goods by negligence;Randers;0;0;0;0;0;1;0;2;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Silkeborg;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Charge;Receiving stolen goods by negligence;Skanderborg;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Syddjurs;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Aarhus;0;1;0;1;3;0;4;0;0;1;0;0;1;0
Charge;Receiving stolen goods by negligence;Herning;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Holstebro;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Ringkøbing-Skjern;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Skive;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Charge;Receiving stolen goods by negligence;Struer;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Charge;Receiving stolen goods by negligence;Viborg;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Brønderslev;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Frederikshavn;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Hjørring;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Jammerbugt;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Rebild;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Thisted;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Vesthimmerlands;1;0;0;1;1;1;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Aalborg;1;0;0;1;0;4;0;0;0;0;0;0;0;0
Charge;Receiving stolen goods by negligence;Unknown municipality;1;0;5;3;0;3;1;0;3;2;1;0;2;1
Charge;Offence against and infringement of property;Copenhagen;44;29;12;9;14;24;246;67;872;1113;1181;689;2556;1972
Charge;Offence against and infringement of property;Frederiksberg;2;1;1;1;1;7;6;1;5;12;38;0;4;9
Charge;Offence against and infringement of property;Dragør;1;0;1;1;0;1;1;0;0;0;0;0;0;1
Charge;Offence against and infringement of property;Tårnby;0;1;1;0;0;4;2;4;1;7;71;1;2;6
Charge;Offence against and infringement of property;Albertslund;0;2;0;0;0;0;4;10;8;12;11;9;23;17
Charge;Offence against and infringement of property;Ballerup;0;3;0;2;1;0;0;9;6;7;5;4;25;8
Charge;Offence against and infringement of property;Brøndby;1;3;3;2;0;2;2;4;3;16;15;5;12;5
Charge;Offence against and infringement of property;Gentofte;2;1;23;1;0;0;2;2;2;41;3;0;13;1
Charge;Offence against and infringement of property;Gladsaxe;5;0;0;1;0;7;4;4;10;8;11;14;7;6
Charge;Offence against and infringement of property;Glostrup;0;0;1;0;1;1;1;7;2;9;9;8;12;4
Charge;Offence against and infringement of property;Herlev;0;0;0;1;0;2;0;9;10;6;4;7;17;11
Charge;Offence against and infringement of property;Hvidovre;1;2;1;0;0;1;1;8;11;43;18;15;20;7
Charge;Offence against and infringement of property;Høje-Taastrup;3;0;2;3;0;3;5;5;6;131;77;27;334;421
Charge;Offence against and infringement of property;Ishøj;2;0;1;0;0;1;1;5;3;20;12;7;9;9
Charge;Offence against and infringement of property;Lyngby-Taarbæk;1;4;1;1;2;0;3;1;1;40;2;0;5;3
Charge;Offence against and infringement of property;Rødovre;1;1;1;0;0;2;0;8;8;11;10;13;31;11
Charge;Offence against and infringement of property;Vallensbæk;0;0;0;0;0;0;0;2;2;6;6;3;41;5
Charge;Offence against and infringement of property;Allerød;0;0;0;0;1;0;1;0;0;15;0;1;2;1
Charge;Offence against and infringement of property;Egedal;0;0;0;0;0;0;1;1;0;1;0;1;1;1
Charge;Offence against and infringement of property;Fredensborg;0;2;0;0;0;0;0;1;0;1;1;1;29;0
Charge;Offence against and infringement of property;Frederikssund;3;2;2;2;0;0;0;0;1;0;0;3;11;0
Charge;Offence against and infringement of property;Furesø;0;1;1;0;0;0;1;1;2;1;0;0;2;1
Charge;Offence against and infringement of property;Gribskov;0;0;0;2;0;0;2;0;1;0;0;1;1;1
Charge;Offence against and infringement of property;Halsnæs;0;2;1;1;0;0;0;0;0;1;0;1;1;0
Charge;Offence against and infringement of property;Helsingør;1;0;0;2;0;0;0;1;3;41;17;21;17;2
Charge;Offence against and infringement of property;Hillerød;5;0;0;0;2;0;4;1;0;1;2;3;5;1
Charge;Offence against and infringement of property;Hørsholm;0;0;0;1;0;0;2;1;0;1;3;1;19;3
Charge;Offence against and infringement of property;Rudersdal;0;0;0;0;1;2;0;1;0;27;4;1;14;0
Charge;Offence against and infringement of property;Bornholm;2;0;1;4;1;4;7;3;1;2;0;1;0;0
Charge;Offence against and infringement of property;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Offence against and infringement of property;Greve;1;0;0;0;2;1;2;5;3;37;2;6;1;1
Charge;Offence against and infringement of property;Køge;0;1;1;2;2;0;4;1;4;18;63;5;7;354
Charge;Offence against and infringement of property;Lejre;0;1;0;0;0;0;0;0;1;4;4;222;0;0
Charge;Offence against and infringement of property;Roskilde;1;18;43;24;2;18;8;6;5;72;340;88;68;13
Charge;Offence against and infringement of property;Solrød;1;0;2;0;0;1;1;0;0;7;6;1;1;0
Charge;Offence against and infringement of property;Faxe;0;1;0;0;0;0;0;0;2;2;41;1;0;2
Charge;Offence against and infringement of property;Guldborgsund;1;2;6;5;5;13;4;3;1;90;17;120;426;189
Charge;Offence against and infringement of property;Holbæk;0;1;0;1;1;3;369;42;7;61;72;57;7;997
Charge;Offence against and infringement of property;Kalundborg;3;0;0;0;0;0;1;2;4;2;35;25;182;13
Charge;Offence against and infringement of property;Lolland;1;2;1;0;2;1;3;0;0;2;6;1;215;3
Charge;Offence against and infringement of property;Næstved;2;0;3;4;0;1;3;2;0;6;139;86;83;36
Charge;Offence against and infringement of property;Odsherred;1;0;0;5;0;1;0;7;7;6;1;0;3;25
Charge;Offence against and infringement of property;Ringsted;1;1;0;5;2;1;1;0;1;20;29;20;39;34
Charge;Offence against and infringement of property;Slagelse;0;1;3;4;3;3;6;16;12;368;224;93;45;76
Charge;Offence against and infringement of property;Sorø;1;0;1;0;0;0;0;1;1;13;7;2;2;21
Charge;Offence against and infringement of property;Stevns;1;0;0;0;0;0;1;0;0;0;0;1;0;1
Charge;Offence against and infringement of property;Vordingborg;0;0;2;0;0;0;1;0;0;152;184;56;128;67
Charge;Offence against and infringement of property;Assens;0;1;2;1;0;0;2;1;0;0;0;1;1;2
Charge;Offence against and infringement of property;Faaborg-Midtfyn;0;0;1;1;1;0;1;1;1;1;3;2;2;0
Charge;Offence against and infringement of property;Kerteminde;0;0;1;0;1;0;0;0;2;0;0;0;1;0
Charge;Offence against and infringement of property;Langeland;1;4;2;1;0;1;0;2;0;0;1;0;0;0
Charge;Offence against and infringement of property;Middelfart;1;1;3;0;0;2;0;2;1;3;66;3;6;3
Charge;Offence against and infringement of property;Nordfyns;0;0;0;0;1;2;1;2;0;0;0;1;1;1
Charge;Offence against and infringement of property;Nyborg;1;1;0;0;4;5;1;3;2;4;16;1;4;4
Charge;Offence against and infringement of property;Odense;7;10;6;7;7;4;21;10;12;8;136;30;77;71
Charge;Offence against and infringement of property;Svendborg;2;2;1;1;1;3;0;2;1;2;13;2;10;2
Charge;Offence against and infringement of property;Ærø;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Charge;Offence against and infringement of property;Billund;2;0;0;1;2;1;0;4;2;1;4;0;1;3
Charge;Offence against and infringement of property;Esbjerg;4;2;5;1;16;11;4;4;72;6;179;17;13;5
Charge;Offence against and infringement of property;Fanø;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Offence against and infringement of property;Fredericia;2;1;2;1;2;5;3;222;1;6;16;30;46;8
Charge;Offence against and infringement of property;Haderslev;2;5;5;3;2;6;2;2;6;3;2;5;0;1
Charge;Offence against and infringement of property;Kolding;4;1;2;1;4;4;5;4;4;6;10;11;16;8
Charge;Offence against and infringement of property;Sønderborg;2;2;3;2;2;7;3;2;6;4;12;4;6;2
Charge;Offence against and infringement of property;Tønder;1;1;2;3;1;1;1;1;2;2;1;2;5;1
Charge;Offence against and infringement of property;Varde;1;0;2;1;0;4;1;1;2;3;0;1;0;3
Charge;Offence against and infringement of property;Vejen;0;1;1;1;2;0;1;3;29;7;10;2;1;1
Charge;Offence against and infringement of property;Vejle;4;1;3;3;7;8;5;31;23;28;26;84;91;8
Charge;Offence against and infringement of property;Aabenraa;2;2;2;7;3;5;2;124;14;1;5;1;2;2
Charge;Offence against and infringement of property;Favrskov;0;0;0;0;0;0;0;2;0;0;1;0;1;0
Charge;Offence against and infringement of property;Hedensted;3;0;2;0;2;3;2;1;2;2;1;5;4;0
Charge;Offence against and infringement of property;Horsens;1;0;0;2;3;4;0;5;0;0;6;15;18;9
Charge;Offence against and infringement of property;Norddjurs;2;2;2;0;1;0;1;0;1;0;2;0;2;2
Charge;Offence against and infringement of property;Odder;1;0;0;0;1;1;2;0;5;2;0;0;0;0
Charge;Offence against and infringement of property;Randers;2;6;1;3;5;1;6;5;1;1;1;4;1;6
Charge;Offence against and infringement of property;Samsø;0;0;0;0;0;0;0;0;1;0;1;0;1;0
Charge;Offence against and infringement of property;Silkeborg;2;1;3;2;4;1;3;2;2;7;0;3;5;3
Charge;Offence against and infringement of property;Skanderborg;2;1;0;2;0;0;1;7;2;0;9;15;16;0
Charge;Offence against and infringement of property;Syddjurs;0;0;0;2;1;1;1;0;0;2;0;3;0;0
Charge;Offence against and infringement of property;Aarhus;5;6;11;14;10;15;15;850;803;923;249;238;42;1433
Charge;Offence against and infringement of property;Herning;3;1;2;0;0;0;2;7;3;2;10;165;5;5
Charge;Offence against and infringement of property;Holstebro;5;2;0;0;2;4;2;5;2;2;5;65;21;9
Charge;Offence against and infringement of property;Ikast-Brande;0;0;0;1;0;0;2;1;0;0;0;1;0;31
Charge;Offence against and infringement of property;Lemvig;0;0;1;0;0;0;0;0;0;0;0;30;20;33
Charge;Offence against and infringement of property;Ringkøbing-Skjern;0;1;1;0;0;4;1;0;4;1;0;0;0;0
Charge;Offence against and infringement of property;Skive;2;0;4;0;1;4;3;2;3;1;0;1;3;4
Charge;Offence against and infringement of property;Struer;1;0;0;0;0;2;1;1;1;0;7;23;3;6
Charge;Offence against and infringement of property;Viborg;0;0;0;1;1;3;8;5;3;5;3;4;3;6
Charge;Offence against and infringement of property;Brønderslev;2;1;0;1;1;0;3;16;7;2;0;0;0;0
Charge;Offence against and infringement of property;Frederikshavn;3;1;1;5;0;2;0;1;3;1;0;2;2;0
Charge;Offence against and infringement of property;Hjørring;0;3;2;1;3;3;1;1;73;8;3;153;2;0
Charge;Offence against and infringement of property;Jammerbugt;1;0;1;2;4;2;2;0;2;0;0;0;1;0
Charge;Offence against and infringement of property;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Offence against and infringement of property;Mariagerfjord;0;0;0;0;1;0;2;1;1;1;0;5;2;24
Charge;Offence against and infringement of property;Morsø;0;0;0;1;1;0;0;0;0;0;0;1;1;0
Charge;Offence against and infringement of property;Rebild;0;0;2;0;0;1;2;4;1;1;2;1;1;1
Charge;Offence against and infringement of property;Thisted;1;1;1;1;0;1;1;5;2;0;2;0;0;1
Charge;Offence against and infringement of property;Vesthimmerlands;0;0;2;0;2;0;3;1;0;1;0;0;1;1
Charge;Offence against and infringement of property;Aalborg;5;5;3;3;9;5;5;6;812;17;16;8;6;56
Charge;Offence against and infringement of property;Unknown municipality;77;0;2;3;5;5;20;500;2647;2344;2319;1764;1219;634
Charge;Other offences, total;Copenhagen;1144;1015;959;1198;1139;1057;1231;1263;1217;1169;1269;1365;1411;1686
Charge;Other offences, total;Frederiksberg;65;57;38;42;76;65;72;78;89;57;178;73;70;93
Charge;Other offences, total;Dragør;7;3;6;3;1;8;4;4;3;2;4;2;10;11
Charge;Other offences, total;Tårnby;80;86;127;89;107;174;169;212;134;150;118;138;164;141
Charge;Other offences, total;Albertslund;62;141;91;188;204;195;235;200;133;88;31;53;51;34
Charge;Other offences, total;Ballerup;47;49;68;52;34;43;53;51;46;31;36;138;63;38
Charge;Other offences, total;Brøndby;19;38;35;44;55;38;34;43;40;42;41;52;61;46
Charge;Other offences, total;Gentofte;47;58;45;33;37;24;20;19;16;14;15;18;19;42
Charge;Other offences, total;Gladsaxe;56;35;47;52;89;39;66;37;45;35;43;31;67;55
Charge;Other offences, total;Glostrup;37;37;36;42;49;51;56;36;37;39;41;42;47;47
Charge;Other offences, total;Herlev;21;19;16;25;29;25;24;22;20;15;20;28;36;38
Charge;Other offences, total;Hvidovre;58;57;37;51;47;52;55;44;34;50;33;60;42;58
Charge;Other offences, total;Høje-Taastrup;38;23;52;65;35;35;34;31;35;28;49;64;43;29
Charge;Other offences, total;Ishøj;18;12;11;30;26;25;32;22;28;20;19;32;25;23
Charge;Other offences, total;Lyngby-Taarbæk;30;26;30;42;33;25;19;30;20;17;18;18;21;36
Charge;Other offences, total;Rødovre;49;47;40;33;48;33;55;22;21;32;44;37;46;45
Charge;Other offences, total;Vallensbæk;5;1;8;16;6;8;6;8;8;7;11;11;10;10
Charge;Other offences, total;Allerød;20;19;12;15;18;65;66;82;32;43;17;18;12;10
Charge;Other offences, total;Egedal;15;7;19;24;15;12;6;14;9;19;4;12;4;13
Charge;Other offences, total;Fredensborg;27;21;17;22;46;15;26;27;17;15;10;20;17;17
Charge;Other offences, total;Frederikssund;40;45;30;50;29;46;53;62;30;51;41;26;19;15
Charge;Other offences, total;Furesø;18;20;4;17;17;13;10;5;7;14;13;7;12;15
Charge;Other offences, total;Gribskov;29;19;37;28;35;24;17;27;17;20;15;26;22;28
Charge;Other offences, total;Halsnæs;26;30;27;32;20;25;40;23;13;29;26;14;22;26
Charge;Other offences, total;Helsingør;75;66;80;120;187;164;150;126;84;63;68;70;32;62
Charge;Other offences, total;Hillerød;52;34;36;46;67;72;47;47;55;57;36;29;32;40
Charge;Other offences, total;Hørsholm;7;14;11;8;9;17;13;14;16;4;8;10;8;13
Charge;Other offences, total;Rudersdal;36;18;22;20;10;21;8;20;19;12;16;13;17;22
Charge;Other offences, total;Bornholm;40;61;44;52;25;45;41;27;41;38;24;23;43;47
Charge;Other offences, total;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Other offences, total;Greve;26;48;47;36;52;34;39;41;26;17;20;20;34;42
Charge;Other offences, total;Køge;43;73;35;85;46;39;58;53;52;69;47;37;41;45
Charge;Other offences, total;Lejre;17;11;11;12;8;14;15;9;8;6;5;8;12;13
Charge;Other offences, total;Roskilde;71;60;99;106;210;90;91;68;60;65;122;88;65;69
Charge;Other offences, total;Solrød;5;6;6;5;16;11;12;13;7;16;12;13;7;9
Charge;Other offences, total;Faxe;14;15;15;27;34;18;14;20;25;19;16;18;22;19
Charge;Other offences, total;Guldborgsund;87;75;81;76;80;69;76;64;71;62;65;86;111;74
Charge;Other offences, total;Holbæk;56;54;68;73;119;91;99;86;47;64;51;40;44;61
Charge;Other offences, total;Kalundborg;21;36;33;141;34;53;49;29;32;32;28;35;31;33
Charge;Other offences, total;Lolland;81;57;65;71;56;53;52;85;130;81;88;71;69;44
Charge;Other offences, total;Næstved;66;72;72;52;65;135;54;56;57;102;61;94;62;75
Charge;Other offences, total;Odsherred;15;16;26;61;46;31;21;38;16;16;18;12;37;59
Charge;Other offences, total;Ringsted;28;43;22;25;44;40;30;39;34;48;26;19;25;38
Charge;Other offences, total;Slagelse;62;63;75;75;87;127;73;87;79;112;85;73;88;109
Charge;Other offences, total;Sorø;18;15;15;14;16;15;8;15;19;17;19;22;18;24
Charge;Other offences, total;Stevns;10;7;11;7;18;7;10;10;14;8;11;18;6;4
Charge;Other offences, total;Vordingborg;45;33;33;73;42;43;25;29;25;39;32;55;53;38
Charge;Other offences, total;Assens;16;17;21;38;44;28;20;17;15;12;14;31;24;46
Charge;Other offences, total;Faaborg-Midtfyn;50;34;63;60;118;72;48;109;88;35;41;35;39;76
Charge;Other offences, total;Kerteminde;14;8;12;16;15;13;6;13;6;8;8;20;11;23
Charge;Other offences, total;Langeland;10;6;6;11;4;9;2;4;4;5;9;12;24;9
Charge;Other offences, total;Middelfart;11;31;37;45;25;26;32;27;24;14;45;35;29;39
Charge;Other offences, total;Nordfyns;27;8;15;19;15;6;16;16;19;14;17;28;18;12
Charge;Other offences, total;Nyborg;74;40;99;88;195;82;61;82;72;123;89;62;56;64
Charge;Other offences, total;Odense;330;268;252;312;320;244;294;275;216;222;233;211;276;315
Charge;Other offences, total;Svendborg;47;82;70;48;71;70;67;71;75;61;78;117;75;72
Charge;Other offences, total;Ærø;7;2;3;0;2;1;7;3;2;0;1;14;6;1
Charge;Other offences, total;Billund;21;17;19;26;93;32;32;29;38;28;42;25;33;32
Charge;Other offences, total;Esbjerg;153;100;113;135;229;223;204;205;144;187;185;247;279;220
Charge;Other offences, total;Fanø;2;0;2;2;0;1;0;2;1;0;5;1;2;3
Charge;Other offences, total;Fredericia;55;41;44;80;94;45;244;54;174;45;50;62;81;85
Charge;Other offences, total;Haderslev;37;35;53;67;49;53;46;48;70;64;75;78;70;81
Charge;Other offences, total;Kolding;99;101;73;66;93;67;140;125;157;80;98;143;139;138
Charge;Other offences, total;Sønderborg;57;48;70;75;102;75;75;53;87;48;66;74;73;77
Charge;Other offences, total;Tønder;28;31;50;44;53;47;37;35;36;28;36;33;58;85
Charge;Other offences, total;Varde;19;18;25;54;25;32;22;22;49;28;27;34;36;40
Charge;Other offences, total;Vejen;28;24;24;29;45;56;51;29;39;39;15;35;52;26
Charge;Other offences, total;Vejle;53;54;81;87;288;82;73;103;100;117;86;126;157;123
Charge;Other offences, total;Aabenraa;87;104;93;116;109;83;58;103;107;123;106;122;128;135
Charge;Other offences, total;Favrskov;23;20;20;32;49;19;10;23;28;34;29;24;14;21
Charge;Other offences, total;Hedensted;24;27;38;22;25;22;24;27;22;25;26;40;65;36
Charge;Other offences, total;Horsens;68;77;73;81;382;87;111;93;117;77;100;174;173;138
Charge;Other offences, total;Norddjurs;27;30;27;32;24;25;27;30;35;28;26;38;72;34
Charge;Other offences, total;Odder;11;7;24;10;5;5;5;8;8;9;13;10;10;43
Charge;Other offences, total;Randers;103;85;105;95;110;108;107;84;80;95;85;104;124;162
Charge;Other offences, total;Samsø;1;1;2;6;3;0;0;1;4;2;0;1;5;2
Charge;Other offences, total;Silkeborg;51;41;58;82;67;88;69;59;50;79;72;61;70;83
Charge;Other offences, total;Skanderborg;16;14;22;19;26;17;26;28;16;16;23;23;35;20
Charge;Other offences, total;Syddjurs;18;20;20;24;27;36;24;15;27;17;18;35;26;60
Charge;Other offences, total;Aarhus;345;348;320;347;316;317;362;361;298;691;448;384;695;497
Charge;Other offences, total;Herning;51;47;60;66;81;81;73;42;58;71;78;71;86;92
Charge;Other offences, total;Holstebro;65;41;39;52;84;57;30;40;56;42;49;57;69;93
Charge;Other offences, total;Ikast-Brande;32;31;23;31;46;49;45;46;38;28;28;29;79;90
Charge;Other offences, total;Lemvig;5;6;8;12;9;7;7;3;5;4;7;3;8;13
Charge;Other offences, total;Ringkøbing-Skjern;32;38;27;33;44;31;15;23;19;29;25;26;35;27
Charge;Other offences, total;Skive;30;34;13;21;37;22;34;24;19;18;37;26;45;40
Charge;Other offences, total;Struer;19;17;19;13;9;8;5;8;18;14;10;15;12;29
Charge;Other offences, total;Viborg;68;77;65;60;82;98;50;54;59;64;52;354;73;101
Charge;Other offences, total;Brønderslev;17;21;14;23;26;21;15;18;16;18;19;19;22;18
Charge;Other offences, total;Frederikshavn;47;45;63;73;67;59;64;49;34;42;52;68;64;75
Charge;Other offences, total;Hjørring;40;32;52;57;33;57;63;46;47;53;59;34;38;45
Charge;Other offences, total;Jammerbugt;8;12;26;35;20;18;20;15;19;12;16;27;20;31
Charge;Other offences, total;Læsø;0;0;0;2;1;0;0;1;2;1;0;2;0;1
Charge;Other offences, total;Mariagerfjord;18;32;21;30;36;18;27;18;43;38;20;52;47;23
Charge;Other offences, total;Morsø;12;17;9;24;18;13;7;9;13;7;16;14;5;13
Charge;Other offences, total;Rebild;7;7;15;12;15;11;16;13;15;28;10;10;34;11
Charge;Other offences, total;Thisted;35;28;25;23;34;21;36;25;18;27;20;31;23;24
Charge;Other offences, total;Vesthimmerlands;21;17;18;18;34;24;24;35;23;13;17;23;11;12
Charge;Other offences, total;Aalborg;138;154;180;177;188;187;171;145;156;112;184;172;181;192
Charge;Other offences, total;Unknown municipality;201;173;168;248;301;392;322;328;407;648;515;456;448;636
Charge;Offences against public authority, etc.;Copenhagen;426;293;295;340;334;299;264;302;284;260;401;537;543;537
Charge;Offences against public authority, etc.;Frederiksberg;22;16;6;5;28;9;9;12;13;5;34;12;19;16
Charge;Offences against public authority, etc.;Dragør;1;0;2;0;0;0;3;0;0;0;2;0;2;4
Charge;Offences against public authority, etc.;Tårnby;14;8;12;12;10;10;12;11;5;10;6;14;16;20
Charge;Offences against public authority, etc.;Albertslund;35;109;61;151;177;166;199;170;101;31;6;15;21;10
Charge;Offences against public authority, etc.;Ballerup;13;13;10;10;5;6;8;10;13;3;6;7;15;8
Charge;Offences against public authority, etc.;Brøndby;10;8;7;6;14;9;9;5;8;7;3;9;18;7
Charge;Offences against public authority, etc.;Gentofte;7;19;12;1;4;4;0;2;2;3;6;2;2;8
Charge;Offences against public authority, etc.;Gladsaxe;11;8;5;6;4;5;4;6;6;8;2;2;19;13
